idea title,idea description,skills,difficulty,duration,organization,ideas_link,logo,duration_length
Idea 3: Integrate WebDriver BiDi in Nightwatch.js,Abstract,['nan'],,,Nightwatch.js,https://github.com/nightwatchjs/mentorship/blob/main/google-summer-of-code/GSoC-2024-Ideas.md,https://summerofcode.withgoogle.com/media/org/nightwatchjs/slpwnkwtngatafl1-360.png,3
Idea 4: Improve Nightwatch v3 Element API,Abstract,['nan'],,,Nightwatch.js,https://github.com/nightwatchjs/mentorship/blob/main/google-summer-of-code/GSoC-2024-Ideas.md,https://summerofcode.withgoogle.com/media/org/nightwatchjs/slpwnkwtngatafl1-360.png,3
Goals & Ideas,Goals & Ideas,['nan'],,,Nightwatch.js,https://github.com/nightwatchjs/mentorship/blob/main/google-summer-of-code/GSoC-2024-Ideas.md,https://summerofcode.withgoogle.com/media/org/nightwatchjs/slpwnkwtngatafl1-360.png,3
Refs,Refs,['nan'],,,Nightwatch.js,https://github.com/nightwatchjs/mentorship/blob/main/google-summer-of-code/GSoC-2024-Ideas.md,https://summerofcode.withgoogle.com/media/org/nightwatchjs/slpwnkwtngatafl1-360.png,3
Implement new bridges,"There are outstanding issues on GitHub for more integrations with external programs (e.g. chemfiles, RDKit) via their Python bindings. There may also be more programs missing that haven't been considered.",['Experience with Python and ideally familiarity with the program that is being bridged.'],Medium,175 or 350 hours,Open Chemistry,https://wiki.openchemistry.org/GSoC_Ideas_2024,https://summerofcode.withgoogle.com/media/org/open-chemistry/esda0gvsxomll6my-360.png,16
Implement new methods,There are outstanding issues on GitHub for more analysis methods being added directly to cclib (e.g. calculating geometric parameters). There may also be other methods that are desirable to include which haven't been considered.,"['Experience with Python and familiarity with the method(s) being added', ' depending on the complexity of the method.']",Medium,350 hours,Open Chemistry,https://wiki.openchemistry.org/GSoC_Ideas_2024,https://summerofcode.withgoogle.com/media/org/open-chemistry/esda0gvsxomll6my-360.png,9
Additional visualization for OpenChemVault,"OpenChemVault (https://github.com/cclib/openchemvault) is capable of parsing output files, storing them, and displaying geometries, but any sort of additional visualization (such as plotting molecular orbitals or spectra) is missing. The capabilities of GaussSum (http://gausssum.sourceforge.net/) are a possible starting point.",['Experience with Python common visualizations that are desirable for computational chemistry outputs. No previous experience with JavaScript is necessary.'],Medium,350 hours,Open Chemistry,https://wiki.openchemistry.org/GSoC_Ideas_2024,https://summerofcode.withgoogle.com/media/org/open-chemistry/esda0gvsxomll6my-360.png,9
Integrate CoordGen library,Schrodinger has released a BSD-licensed library for 2D chemical structure layout (https://github.com/schrodinger/coordgenlibs) and it has been successfully integrated into RDKit. The student will be responsible for integrating CoordGen into Open Babel. Code will be written in C++.,['Experience with C++'],Easy,175 hours,Open Chemistry,https://wiki.openchemistry.org/GSoC_Ideas_2024,https://summerofcode.withgoogle.com/media/org/open-chemistry/esda0gvsxomll6my-360.png,9
Implement MMTF format,Implementation of MMTF file format in OpenBabel.,['Experience with C++'],Easy,90 hours,Open Chemistry,https://wiki.openchemistry.org/GSoC_Ideas_2024,https://summerofcode.withgoogle.com/media/org/open-chemistry/esda0gvsxomll6my-360.png,8
Test Framework Improvements,Automated testing is an important part of maintaining code quality. This project will improve the current testing regime of openbabel.,['Experience in C++. Knowledge of modern software engineering practices or test frameworks is ideal.'],Medium,90 or 175 hours,Open Chemistry,https://wiki.openchemistry.org/GSoC_Ideas_2024,https://summerofcode.withgoogle.com/media/org/open-chemistry/esda0gvsxomll6my-360.png,15
Develop a JavaScript or WebAssembly version of Open Babel,"Building on existing work, you will use Emscripten to compile the C++ codebase of Open Babel to JavaScript. This will make it easy to write in-browser applications that need cheminformatics functionality.","['Some experience in C++', ' and also with JavaScript.']",Hard,350 hours,Open Chemistry,https://wiki.openchemistry.org/GSoC_Ideas_2024,https://summerofcode.withgoogle.com/media/org/open-chemistry/esda0gvsxomll6my-360.png,9
Develop a validation and standardization filter,"Given a particular molecular structure, can we say how chemically plausible is it, and use this as to filter or warn about problems (e.g., undefined stereo centers)?",['Experience in C++ and familiarity with chemical structures.'],Hard,350 hours,Open Chemistry,https://wiki.openchemistry.org/GSoC_Ideas_2024,https://summerofcode.withgoogle.com/media/org/open-chemistry/esda0gvsxomll6my-360.png,9
Streamlined Internet Measurement Experiments,"Measurements across probes in a city for generalized measurement, build virtual router for network scheduling decisions, utilize RIPE Atlas credits for experiments",['Python'],Medium,350 Hours,Alaska,https://github.com/uaanchorage/GSoC,https://summerofcode.withgoogle.com/media/org/alaska/uuu8lxevgc3jof9c.png,9
Telehealth over L4S,"Deploy telehealth with L4S nodes, starting with DICOM endpoints, test network sharing with L4S and non-L4S traffic","['Python', ' network protocols', ' Linux server installation']",Hard,350 Hours,Alaska,https://github.com/uaanchorage/GSoC,https://summerofcode.withgoogle.com/media/org/alaska/uuu8lxevgc3jof9c.png,9
DICOM Image Retrieval and Processing in Matlab,"Create Matlab DICOM processing framework, process DICOM images, explore networking capabilities","['Matlab', ' DICOM image processing']",Hard,350 Hours,Alaska,https://github.com/uaanchorage/GSoC,https://summerofcode.withgoogle.com/media/org/alaska/uuu8lxevgc3jof9c.png,9
Forest Fire Tracking from Aerial Images,"Develop deep learning model to track forest fires, measure severity/intensity, deploy on low-power device","['Python', ' Deep Neural Networks']",Hard,350 Hours,Alaska,https://github.com/uaanchorage/GSoC,https://summerofcode.withgoogle.com/media/org/alaska/uuu8lxevgc3jof9c.png,9
Reference Implementation for concore Library in Java or Julia,Develop reference implementation of concore library in Java or Julia,"['Java', ' Julia', ' Python']",Medium,350 Hours,Alaska,https://github.com/uaanchorage/GSoC,https://summerofcode.withgoogle.com/media/org/alaska/uuu8lxevgc3jof9c.png,9
mentorship/google-summer-of-code/GSoC-2024-Ideas.md,This file contains ideas for Google Summer of Code 2024.,"['Programming', ' Software Development', ' Open Source']",Medium,3 months,Nightwatch.js,https://github.com/nightwatchjs/mentorship/blob/main/google-summer-of-code/GSoC-2024-Ideas.md,https://summerofcode.withgoogle.com/media/org/nightwatchjs/slpwnkwtngatafl1-360.png,8
Implementing selected optimizations,"At SPCL , we develop a programming framework that is geared towards optimizing the data movement behavior of applications , a factor that limits the performance and efficiency of many large , real-world applications.
DaCe , or the Data-Centric Parallel Programming Framework , takes code written in Python and other programming languages , and translates it to highly optimized CPU , GPU , or FPGA programs through the use of a graphical intermediate program representation.
This intermediate program representation exposes where a program moves how much data and allos a programmer to interactively optimize the application by applying simple , pre-defined \","['C++ ', ' network programming ', ' cloud ( functions ', ' object storage ', ' databases ) ', ' parallel algorithms']",Medium/Difficult,350 hours ( large ),Scalable Parallel Computing Laboratory,https://github.com/spcl/.github/blob/main/profile/gsoc.md,https://summerofcode.withgoogle.com/media/org/scalable-parallel-computing-laboratory/cho0tqlhmykehqlw-360.png,19
Data-Centric Programming,"High-performance programs can be represented as parametric graphs when using Data-Centric Parallel Programming . These graphs have a hierarchical structure , whereby control flow graphs are used to express control flow over parts of the application , and inside each basic block of a control flow graph a data flow graph represents the movement of data through an application . These graphs , also called SDFGs , can become very large and hard to read for bigger and more complex applications . Oftentimes an engineer may consequently prefer navigating the original source code , because they have additional meta information that tells them about a program ’ s behavior such as function or file names . This kind of information is naturally abstracted away in a representation such as SDFGs . In this project you will work on implementing named control flow groups or regions that can be used to carry over some of the information from source code representations into the SDFG representation . By annotating an SDFG with more source code information such as function or procedure names , an engineer can obtain more contextual clues while navigating a program ’ s data flow graph which can drastically help their optimization or problem solving efforts.","['Python ', ' Javscript/Typescript ', ' basic understanding of graph theory']",Difficult,Large ( 350 hours ),Scalable Parallel Computing Laboratory,https://github.com/spcl/.github/blob/main/profile/gsoc.md,https://summerofcode.withgoogle.com/media/org/scalable-parallel-computing-laboratory/cho0tqlhmykehqlw-360.png,19
Unikraft at Google Summer of Code 2024 (GSoC'24),"Make your way into open source development with operating systems, cloud, virtualization and low-level topics. Apply to GSoC24 with Unikraft. Google Summer of Code 2024 (GSoC'24) is a global online program focused on bringing new contributors into open source software development. GSoC Contributors work with an open source organization, such as Unikraft, on a 12+ week programming project under the guidance of mentors. Unikraft is a fast, secure and open-source Unikernel Development Kit. By tailoring the operating system, libraries and configuration to the particular needs of your application, it vastly reduces virtual machine and container image sizes to a few KBs, provides blazing performance, and drastically cuts down your software stack’s attack surface. Before you apply, see the GSoC contributor eligibility.","['Operating Systems', ' Cloud', ' Virtualization', ' Low-level Programming']",Intermediate,12+ weeks,Unikraft,https://github.com/unikraft/gsoc/tree/staging/gsoc-2024,https://summerofcode.withgoogle.com/media/org/unikraft/5nx7anuq3iixdm54.png,9
How to Apply,Connect to the community: First join our Discord server. Get accustomed to the Unikraft development ecosystem. Make a small contribution. Decide on a GSoC project. Fill out an application.,"['Community Engagement', ' Unikraft Development', ' Contribution', ' Project Management', ' Application Writing']",Beginner to Intermediate,Varies,Unikraft,https://github.com/unikraft/gsoc/tree/staging/gsoc-2024,https://summerofcode.withgoogle.com/media/org/unikraft/5nx7anuq3iixdm54.png,6
Containerized Installers for Data-centric Services using Databus Collections,Develop containerized installers for data-centric services using Databus collections,"['GSOC', ' gsoc2024-ideas', ' gsoc2024']",Moderate,3 months,DBpedia,https://forum.dbpedia.org/tag/gsoc2024-ideas,https://summerofcode.withgoogle.com/media/org/dbpedia/cgjegpmawtu5fr6w-360.png,8
A Multilingual Data-to-Text Generation Approach using Large Language Models,Implement a multilingual data-to-text generation approach using large language models,"['GSOC', ' gsoc', ' gsoc2024-ideas']",Moderate,3 months,DBpedia,https://forum.dbpedia.org/tag/gsoc2024-ideas,https://summerofcode.withgoogle.com/media/org/dbpedia/cgjegpmawtu5fr6w-360.png,8
Bringing together LLMs and RDF Knowledge Graphs,Integrate large language models (LLMs) with RDF knowledge graphs,"['GSOC', ' gsoc2024', ' gsoc2024-ideas', ' artificial-intelligence']",Moderate,3 months,DBpedia,https://forum.dbpedia.org/tag/gsoc2024-ideas,https://summerofcode.withgoogle.com/media/org/dbpedia/cgjegpmawtu5fr6w-360.png,8
DBpedia Amharic Chapter,Establish a DBpedia chapter for the Amharic language,"['GSOC', ' gsoc2024', ' gsoc2024-ideas']",Moderate,3 months,DBpedia,https://forum.dbpedia.org/tag/gsoc2024-ideas,https://summerofcode.withgoogle.com/media/org/dbpedia/cgjegpmawtu5fr6w-360.png,8
Ontology Time Machine / Package Manager using DBpedia Archivo,Develop an ontology time machine or package manager using DBpedia Archivo,"['GSOC', ' gsoc2024', ' gsoc2024-ideas']",Moderate,3 months,DBpedia,https://forum.dbpedia.org/tag/gsoc2024-ideas,https://summerofcode.withgoogle.com/media/org/dbpedia/cgjegpmawtu5fr6w-360.png,8
Training a Model for Neural Question Answering over DBpedia,Train a model for neural question answering over DBpedia,"['GSOC', ' gsoc2024-ideas', ' gsoc2024']",Easy,3 months,DBpedia,https://forum.dbpedia.org/tag/gsoc2024-ideas,https://summerofcode.withgoogle.com/media/org/dbpedia/cgjegpmawtu5fr6w-360.png,8
Towards a Neural Extraction Framework,Work on a neural extraction framework,"['GSOC', ' gsoc2024-ideas', ' gsoc2024']",Moderate,3 months,DBpedia,https://forum.dbpedia.org/tag/gsoc2024-ideas,https://summerofcode.withgoogle.com/media/org/dbpedia/cgjegpmawtu5fr6w-360.png,8
ML-based Web-attack Classification for TANNER,"The project aims to enhance the efficiency and accuracy of web attack detection in TANNER by replacing detection based on regular expressions with machine learning methods. The project will be divided into two main parts: Research of existing solutions and/or data collection Integration of the ML classifier into TANNER Over the past few years, we have collected data from various SNARE sensors. This data is annotated using regular expressions and can be used for building a data-driven classification model of web-based attacks. However, since this data is noisy and imbalanced, it requires careful pre-processing and filtering. Moreover, curating the test set is essential to build a robust, high-quality model. External datasets can be used along with historical data from TANNER to enlarge the dataset and mitigate the noise. The resulting ML model must have accuracy above the regexp baseline and low latency to enable real-time analysis of the TANNER events. Requirements: python3, machine learning","['Python', ' Machine Learning']",Medium,175 or 350 hours,The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,16
Extending the Artemis scanner,"Artemis is a modular vulnerability scanner that checks various aspects of website security and builds easy-to-read messages to send to organizations to get the vulnerabilities fixed. Multiple national-level CSIRTs use it to improve the security of their constituencies. The goal of this project is to: research what existing tools to add to the Artemis scanning pipeline, extend Artemis with modules detecting different types of vulnerabilities, improve Artemis in other aspects: performance, UI, etc. The primary required skill is Python programming and a familiarity with the Linux environment. Skill with web security topics is also desired.","['Python', ' Linux', ' Web Security']",Medium,175 or 350 hours,The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,16
Extending the DRAKVUF Sandbox analytic pipeline,"DRAKVUF Sandbox is an open source automated black-box malware analysis system using virtual machine introspection (VMI) with DRAKVUF engine under the hood. As DRAKVUF Sandbox monitors behavior of malware samples it collects a lot of detailed data, like API calls, syscalls, network traffic, etc., however despite this vast amount of information, most of it is not exposed directly to the first-line operators and analysts using the sandbox. The goal of this project is to: extend DRAKVUF Sandbox with useful heuristics for detecting the most common malware types and behaviours detect typical malicious patterns like code injection, and create a behaviour graph that can be easily grokked by the analysts (currently a subset of this feature is provided by a thirdparty project proc2dot) improve the integration of DRAKVUF Sandbox with the rest of the analytic pipeline. This will make it possible to display the analysis results more directly in other tools Primary required skill is Python programming and a familiarity with Linux environment. Knowledge of how OS works under the hood and other low-level topics is also very desired. Skill with malware analysis or IT security topics is nice to have, but absolutely not necessary - we will help with any malware-specific design issues.","['Python', ' Linux', ' Malware Analysis']",Medium,175 or 350 hours,The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,16
Improving the functionality of Honeyscanner: a honeypot vulnerability analyzer,"Honeyscanner is a vulnerability analyzer for honeypots designed to automatically attack a given honeypot, in order to determine if the honeypot is vulnerable to specific types of cyber attacks. Honeyscanner uses a variety of attacks, ranging from exploiting vulnerable software libraries to DoS, and fuzzing attacks. The analyzer then provides an evaluation report to the honeypot administrator, offering advice on how to enhance the security of the honeypot. Targeted toward security enthusiasts, open-source communities, and companies, Honeyscanner provides a much needed safety check for various honeypots. This project aims at improving the code base, add new attacks to the Honeyscanner arsenal, as well as add support for more honeypots.","['Security', ' Vulnerability Analysis', ' Honeypots']",Medium,"90, 175 or 350 hours",The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,20
Improving the RioTPot hybrid interaction honeypot,"RIoTPot is a hybrid interaction honeypot, primarily focused on the emulation IoT and OT protocols, although, it is also capable of emulating other services. In essence, RIoTPot acts as a proxy service for other honeypots included in the system. Therefore, you can run any honeypot and other services alongside RIoTPot. In addition, there is an UI web-application that you can use to manage your routing. Moreover, RIoTPot comes with multiple low-interaction services ready to use. Since these services are written as plugins, they are only supported on Linux; however, you can start RIoTPot without them. The project aims at providing RioTPot with the ability to run in a light mode that requires minimum user interaction and minimize existing external library utilization. Furthermore, we will improve the support for existing profiles and protocols.","['Honeypots', ' IoT', ' OT', ' Linux']",Medium,"90, 175 or 350 hours",The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,20
DRAKVUF Rust & Python bindings,"DRAKVUF is a hypervisor-based malware analysis system written in mostly C & C++. It is designed to be high performant and stealthy, so malware won’t be able to detect the analysis tools. This project will focus on creating automatic Rust & Python binding generators for the core DRAKVUF libraries (libdrakvuf & libinjector). The goal is to automate the binding generation process, so future changes to the core library APIs will get automatically adjusted in the respective language bindings. Test-cases will need to be created and added to the CI to ensure the bindings remain operational. The ideal candidate for this project should be at least on an intermediate level in either C, C++, Python or Rust, and will be willing to learn the others on the go.","['C', ' C++', ' Python', ' Rust']",Medium,"90, 175 or 350 hours",The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,20
Hack on Mitmproxy!,"mitmproxy is your swiss-army knife for debugging, testing, privacy measurements, and penetration testing. It can be used to intercept, inspect, modify and replay web traffic such as HTTP/1, HTTP/2, HTTP/3, WebSockets, DNS, UDP, or any other SSL/TLS-protected protocols. You can prettify and decode a variety of message types ranging from HTML to Protobuf, intercept specific messages on-the-fly, modify them before they reach their destination, and replay them to a client or server later on. mitmproxy is a large project with a huge number of interesting areas to explore, down from low-level protocol work up to UX improvements. If you are motivated and know what you’re interested in, why not get in touch with us and map out a custom GSoC project?","['Debugging', ' Testing', ' Penetration Testing']",Medium,"90, 175 or 350 hours",The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,20
IntelChat: Enhancing Threat Analysis with an LLM-Based Chatbot in IntelOwl,"The proposed Google Summer of Code project aims to integrate a cutting-edge, self-deployed LLM-based chatbot into IntelOwl, enhancing user interaction with collected threat intelligence. Leveraging Python libraries like LangChain and ChainLit, the project envisions building an intuitive interface that empowers analysts to pose natural language queries about threat data, fostering a more user-friendly and efficient investigative process (e.g. “In what campaigns have you seen this IOC?”) The chatbot’s capabilities will extend beyond basic queries, seamlessly interfacing with IntelOwl’s enrichment modules when deeper investigation is required, providing a comprehensive and interactive experience for analysts. By harnessing the power of LLM technology, the chatbot will not only streamline communication between analysts and the IntelOwl platform but also adapt to evolving user needs, contributing to a more dynamic and responsive threat intelligence environment. This project aligns with the overarching goal of making threat analysis more accessible and efficient, offering analysts a powerful tool that combines the strengths of natural language understanding, self-deployment, and seamless integration with IntelOwl’s existing modules.","['Python', ' Natural Language Processing', ' Threat Analysis']",Hard,350,The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,3
New Analyzers for IntelOwl,"Right now we have a lot of Analyzers implemented in IntelOwl. But they are not enough! They are the core part of the application so we want to add even more of them!!!! :) This project aims to increment the number of available Analyzers. We have about 50 different Analyzers that has been requested by the community members in Github and are still not implemented. We obviously do not ask to implement all of them but a reasonable amount of them based on the available time and the efforts required for each of them. Adding a new Analyzer to the framework is one of the easiest things that can be done in this project. Once you get used to it, adding more of them is even easier! The ideal candidate for this project is someone who understand how IntelOwl’s framework works and already tried to implement an Analyzer.","['Python', ' Analyzers', ' IntelOwl']",Medium,175,The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,3
New Documentation Site for IntelOwl and friends,"Right now we are not satisfied of how we manage our documentation and how we make it available. The project aims to create a new repository dedicated to the documentation, move all the documentation of all our projects there and build a new documentation site by leveraging Github Pages and MkDocs. More information in this Github Issue The candidate would have the chance to try some popular tools and to solve a big common problem that a lot of other Open Source projects have. The ideal candidate is proactive in reading documentation of new tools and excited in trying them to solve our problem.","['Documentation', ' Github Pages', ' MkDocs']",Medium,175,The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,3
Scanners: a new plugin type for IntelOwl,"Right now there are many possible types of plugins in IntelOwl. This project aims to add a new plugin type to the already existing ones in IntelOwl: The “Scanner” type would be a subtype of the “Analyzers” ones with special configuration. In that way, IntelOwl could be used not only for classic data enrichment with external services but as either a vulnerability scanner or a scraper too. Refer to the Github Issue for more details Like we have similarly done with other GSoC projects in the past that added new plugin types, we expect the contributor to add the most important new scanners (like this) to IntelOwl once he finishes building the framework to provide a base of tools which can be used by the users. The candidate would have the chance to work through all the application stack (backend and frontend). The ideal candidate for this project is someone who is familiar with how IntelOwl works and its core concepts.","['Python', ' Plugins', ' IntelOwl']",Medium,175,The Honeynet Project,https://www.honeynet.org/gsoc/gsoc-2024/google-summer-of-code-2024-project-ideas/,https://summerofcode.withgoogle.com/media/org/the-honeynet-project/pvycoc21p2ketj7b-360.png,3
Comparison Functionality,Create comparison functionality for comparing the current scan with another scan using scanID,"['Python', ' Flask', ' HTML/CSS/JavaScript', ' vulnerability scanning/bug bounty hunting experience']",Medium,3 months,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,8
Fix Scan Engine Issues,Fix scan engine multi-threading/queuing issues,"['Python', ' vulnerability scanning/bug bounty hunting experience']",Hard,4 months,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,8
Improve WebUI and Add Dashboard,"Improve WebUI, add dashboard","['Python', ' Flask', ' HTML/CSS/JavaScript']",Medium,2 months,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,8
Implement SSL/TLS Modules,Implement SSL/TLS modules to restore functionality from Nettacker v0.0.2,"['Python', ' vulnerability scanning/bug bounty hunting experience']",Hard,5 months,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,8
Add DefectDojo Integration,"Add DefectDojo integration, output report format","['Python', ' vulnerability scanning/bug bounty hunting experience']",Medium,3 months,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,8
Add SARIF Output Report Format,Add SARIF output report format,"['Python', ' vulnerability scanning/bug bounty hunting experience']",Easy,1 month,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,7
Add Threats by Element,Add threats by element for STRIDE/LINDDUN/PLOT4ai,"['Javascript', ' Node.js', ' git']",Medium,3 months,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,8
Add Threats Using OWASP Automated Threats Patterns,Add threats using OWASP Automated Threats (OATs) patterns,"['Javascript', ' Node.js', ' git']",Medium,3 months,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,8
Bug Logging Tool (BLT),"Bug-hunting & logging tool for users and companies to hunt for bugs, claim bug bounties, and start bug-hunting sprees/contests. Preferred if potential GSoC contributors get at least 5 PRs merged for the project. Preference given to students who submit the most PRs.","['Python', ' Django', ' Flutter', ' Blockchain', ' UI Designing']",Medium,12 weeks,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,8
OWASP Juice Shop,"Insecure web application used for security trainings, awareness demos, CTFs, and as a guinea pig for security tools. Encompasses vulnerabilities from OWASP Top Ten and real-world applications.","['JavaScript', ' TypeScript', ' Angular', ' NodeJS/Express']",Medium,12 weeks,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,8
OWASP DevSecOps Maturity Model,Enhancing the DSOMM tool to improve security and operational efficiency of software development processes. Opportunities in main application development in JavaScript and metric analyzer and collector in Java.,"['JavaScript', ' Java', ' Software Development', ' Security']",Hard,16 weeks,OWASP Foundation,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,8
openSUSE 101,"The openSUSE Project believes in fostering long-term relationships between mentors and mentees that extend well beyond the Google Summer of Code program. We encourage continuous mentorship with the aim to nurture development in the open-source software community and support sustained learning and growth. Potential mentees can view the description of these projects headlines list on 101.opensuse.org and contact the organization’s mentors through the “More Details” link, which goes to an issue on GitHub if they have questions or need more information regarding a project. Commenting on the issue will put mentees in direct contact with mentors for each project. This will help mentees when writing their proposals to participate in Google Summer of Code.","['Mentorship', ' Open-source software development', ' Google Summer of Code']",Medium,Long,openSUSE Project,https://101.opensuse.org/,https://summerofcode.withgoogle.com/media/org/opensuse-project/zq11ebxj038xotbe-360.png,4
ibus,IBus is an Intelligent Input Bus. It is a new input framework for Linux OS. It provides full featured and user-friendly input method user interface. It also may help developers to develop input method easily.,"['C', ' C++', ' Python', ' JavaScript']",Medium,Long,openSUSE Project,https://101.opensuse.org/,https://summerofcode.withgoogle.com/media/org/opensuse-project/zq11ebxj038xotbe-360.png,4
Uyuni,"Uyuni is a configuration and infrastructure management tool that saves you time and headaches when you have to manage and update tens, hundreds or even thousands of machines. Uyuni is a fork of Spacewalk that leverages Salt, React, Cobbler, and containers to modernize it. Our documentation is written in AsciiDoc with the Antora toolchain and managed as code (in a git repository, with pull requests, reviews, etc). Uyuni is the upstream for SUSE Manager.","['Java', ' Python', ' Salt', ' React', ' JavaScript', ' UX/UI', ' CI', ' Jenkins', ' AsciiDoc', ' Antora']",High,Long,openSUSE Project,https://101.opensuse.org/,https://summerofcode.withgoogle.com/media/org/opensuse-project/zq11ebxj038xotbe-360.png,4
Kanidm,"Kanidm is an Identity Management system - it stores the information for people, accounts, systems, and groups, to allow authentication and security decisions to be made for infrastructure. This can range from website single sign-on, to wifi authentication, to ssh on Linux servers. Due to the nature of Identity Management, the system must span a broad range of topics. From web user interfaces and human interaction, social and cultural research to ensure we respect all identities we store, to security and hardening to prevent exploits, and high-performance systems to support thousands of operations per second. There is a new challenge for everyone within the project!","['Rust', ' Identity Management', ' Security', ' Databases']",High,Long,openSUSE Project,https://101.opensuse.org/,https://summerofcode.withgoogle.com/media/org/opensuse-project/zq11ebxj038xotbe-360.png,4
rpmlint,"rpmlint is a command-line tool for checking common errors in RPM packages. It can be used to check binary RPMs, source RPMs, or plain specfiles before uploading or to check an entire distribution.","['Python', ' RPM packaging']",Low,Short,openSUSE Project,https://101.opensuse.org/,https://summerofcode.withgoogle.com/media/org/opensuse-project/zq11ebxj038xotbe-360.png,5
Others,"In this section, we list all projects that do not fit in one of the other areas.","['FOSS', ' Programming', ' Ruby', ' Linux']",Low,Short,openSUSE Project,https://101.opensuse.org/,https://summerofcode.withgoogle.com/media/org/opensuse-project/zq11ebxj038xotbe-360.png,5
Become a Mentor!,"Being a mentor requires your time, a clear vision of your project, and good organization skills. We carefully compiled some tips, tricks, and guidelines for mentoring into our mentor guidelines. You want to know what it means to mentor a new contributor to our project? Wonderful, let us guide you on what we think is important to know, what our best practices are, and which behavior in mentors we desire.","['Mentoring', ' Free software development', ' Community building']",Medium,Long,openSUSE Project,https://101.opensuse.org/,https://summerofcode.withgoogle.com/media/org/opensuse-project/zq11ebxj038xotbe-360.png,4
