name,description,tagline,website_url,source_code,ideas_link,contributor_guidance_url,license,logo_url,categories,tech_tags,topic_tags,contact_links,direct_comm_methods,social_comm_methods,ideas_link_type,ideas_link_file,ideas_link_word_count
GNSS-SDR,"GNSS-SDR is an open source Global Navigation Satellite Systems software receiver, written in C++, that is able to work either from raw signal samples stored in a file, or in real-time with a radio-frequency front-end as signal source, and performs all the signal processing until the observable computation and Position-Velocity-Time solution. Its modularity allows users to populate the framework with their own algorithms, allowing to put the focus on the signal processing implementation without worrying about how to embed that algorithm in a whole GNSS receiver. It also makes possible fair performance benchmarks using real GNSS signals, and its open source license allows free downloading, use and code inspection.
The proposed software receiver targets multi-constellation/multi-frequency architectures, pursuing the goals of efficiency, modularity, interoperability, and flexibility demanded by user domains that require non-standard features, such as earth observers or geodesists, and allowing applications such as the observation of the ionosphere, GNSS reflectometry, signal quality monitoring, space weather, and high-accuracy positioning based on carrier-phase navigation techniques. In this project, we focus on signal processing, understood as the process between the ADC and the computation of code and phase observables, including the demodulation of the navigation message. We purposely omit data processing, understood as the computation of the navigation solution from the observables and the navigation message, since there are a number of well-established libraries and applications for that (also in the open source side, such as GPSTk or RTKLIB).",An open source GNSS software-defined receiver,https://gnss-sdr.org/,https://github.com/gnss-sdr/gnss-sdr,https://gnss-sdr.org/google-summer-code-2024-ideas-list/,https://gnss-sdr.org/contribute/,GPL-3.0,https://summerofcode.withgoogle.com/media/org/gnss-sdr/vaciksjfho8cec2g-360.png,"Science and medicine, Other","c, c++, sdr","gnss, geolocation, navigation, software defined radio, communications",https://sourceforge.net/projects/gnss-sdr/lists/gnss-sdr-developers,https://sourceforge.net/projects/gnss-sdr/lists/gnss-sdr-developers,,Webpage,GNSS-SDR.txt,1871
The P4 Language Consortium,"Programming Protocol-independent Packet Processors (P4) is a domain-specific language for network devices, specifying how data plane devices (switches, NICs, routers, filters, etc.) process packets.

Before P4, vendors had total control over the functionality supported in the network. And since networking silicon determined much of the possible behavior, silicon vendors controlled the rollout of new features (e.g., VXLAN), and rollouts took years.

P4 turns the traditional model on its head. Application developers and network engineers can now use P4 to implement specific behavior in the network, and changes can be made in minutes instead of years.",Evolve the programmable data plane ecosystem!,https://p4.org/,https://github.com/p4lang,https://github.com/p4lang/gsoc/wiki/2024-ideas-list,https://github.com/p4lang/gsoc/wiki/2024-contributor-guidance,Apache-2.0,https://summerofcode.withgoogle.com/media/org/the-p4-language-consortium/tru8mncy4zqlbxhe.png,"Programming languages, Infrastructure and cloud","c++, cmake, bazel, grpc, protobuf","networking, programming language, compiler, formal verification, programmable data plane","https://p4.org/join/, https://p4.org/blog/, https://twitter.com/p4lang/",https://p4.org/join/,"https://p4.org/blog/, https://twitter.com/p4lang/",Webpage,The P4 Language Consortium.txt,1632
Polypheny,"Polypheny is an adaptive database system using innovative ideas to jointly manage data in multiple models. It bridges the gap between polystores and hybrid transaction/analytical processing (HTAP) systems. In contrast to most existing polystore systems, Polypheny offers support for data manipulation queries. Furthermore, it features a flexible schema, supporting schema changes at runtime.

Polypheny is a full database management system providing support for a rich set of data types. Due to its support for features like the enforcement of constraints, transactions, prepared statements, and batch queries, it even goes beyond of what many well-known DBMS provide.

Moreover, Polypheny comes with integrated support for several specialized database management systems. Therefore, it is able to efficiently process heterogeneous workloads. The seamless combination of data replication and data partitioning allows combining different underlying data storage engines in order to provide excellent query performance independent of the type of workload.

Polypheny even goes a step further in terms of flexibility: With ""Data Sources"" it is possible to map data on (remote) database systems into the schema of Polypheny. It also features adapters for directly querying CSV files or file systems. Thanks to GSoC 2021, Polypheny now even has support for querying the Ethereum Blockchain.

The JDBC, Python and REST query interfaces allow to easily integrate Polypheny into existing environments using industry standard techniques. It supports a broad spectrum of query languages including SQL, CQL, the MongoDB query language and the Pig query language. The powerful browser-based user interface makes managing Polypheny a pleasant experience.

In conjunction with the support for multimedia data and workloads, Polypheny offers a flexibility not matched by existing database systems.",The Most Versatile Data Management Platform,https://polypheny.org,https://github.com/polypheny,https://polypheny.com/en/community/gsoc/ideas,https://polypheny.com/en/community/gsoc/,Apache-2.0,https://summerofcode.withgoogle.com/media/org/polypheny/059uxeqzitvoqcyx-360.png,Data,"javascript, java, sql, angular","database, big data, cloud, polystore, nosql","mail@polypheny.org, https://chat.polypheny.org, https://twitter.com/polypheny","mail@polypheny.org, https://chat.polypheny.org",https://twitter.com/polypheny,Webpage,Polypheny.txt,1252
Kubeflow,"Our goal is to streamline the process of scaling and deploying machine learning (ML) models to production by leveraging Kubernetes' strengths: 
<br /><br />
-   Seamless deployments: Effortless, repeatable, and portable deployments across diverse infrastructure, allowing you to experiment on local machines and then seamlessly transition to on-premises clusters or the cloud.
<br /><br />
-   Microservice management: Efficient deployment and management of loosely-coupled microservices for building modular and scalable ML pipelines.
<br /><br />
-   Dynamic scaling: Automated scaling based on demand, ensuring optimal resource utilization.
<br /><br />
User-centric design: Recognizing the diverse tool preferences within the ML community, we prioritize user customization (within reasonable boundaries). Our system takes care of the repetitive tasks, freeing users to focus on the core ML challenges.
<br /><br />
Starting focused, expanding rapidly: While we initially focused on specific technologies, we actively collaborate with various projects to integrate additional tools and broaden our reach.
<br /><br />
Our vision: A future where simple manifests empower you to utilize a user-friendly ML stack anywhere Kubernetes runs, with self-configuration capabilities based on the deployment environment.",The Machine Learning Toolkit for Kubernetes (AI),https://kubeflow.org,https://github.com/kubeflow,https://www.kubeflow.org/events/gsoc-2024/,,Apache-2.0,https://summerofcode.withgoogle.com/media/org/kubeflow/uqphmd1y7opxpjim-360.png,"Infrastructure and cloud, Artificial Intelligence","python, go, kubernetes, typescript, YAML","machine learning, kubernetes, AI/ML, generative AI","https://kubeflow.slack.com/archives/C06LW6Z3RA6, https://groups.google.com/g/kubeflow-discuss, https://twitter.com/kubeflow","https://kubeflow.slack.com/archives/C06LW6Z3RA6, https://groups.google.com/g/kubeflow-discuss",https://twitter.com/kubeflow,Webpage,Kubeflow.txt,1578
The Linux Foundation,"The Linux Foundation is a non-profit consortium dedicated to fostering the growth of Linux. Founded in 2007 as a merger of the former Free Standards Group (FSG) and the former Open Source Developer Lab (OSDL), the LF sponsors the work of Linux creator Linus Torvalds and is supported by leading Linux and open source companies and developers from around the world. The Linux Foundation promotes, protects and standardizes Linux by providing unified resources and services needed for open source to successfully compete with closed platforms. For more see our [About page](https://www.linuxfoundation.org/about/). All software produced by us is free software published under OSI-approved licenses. See project ideas page for the license used by each project.",Non-profit consortium fostering growth of Linux,http://www.linuxfoundation.org/,https://wiki.linuxfoundation.org/gsoc/google-summer-code-2024#our_source_code_repositories,https://wiki.linuxfoundation.org/gsoc/google-summer-code-2024,https://wiki.linuxfoundation.org/gsoc/google-summer-code-2024,MIT,https://summerofcode.withgoogle.com/media/org/the-linux-foundation/ydeu9rliawhe6of9-360.png,Operating systems,"c, linux, c++, cups, ipp","kernel, automotive, printing, iio, zephyr","https://wiki.linuxfoundation.org/gsoc/google-summer-code-2024#contact_us, https://wiki.linuxfoundation.org/gsoc/google-summer-code-2024#contact_us, till@linux.com, https://linuxfoundation.org/blog/","https://wiki.linuxfoundation.org/gsoc/google-summer-code-2024#contact_us, https://wiki.linuxfoundation.org/gsoc/google-summer-code-2024#contact_us, till@linux.com",https://linuxfoundation.org/blog/,Webpage,The Linux Foundation.txt,761
JdeRobot,"Robotics applications are typically distributed, made up of a collection of concurrent asynchronous components which communicate using some middleware (ROS messages, DDS...). Building robotics applications is a complex task. Integrating existing nodes or libraries that provide already solved functionality, and using several tools may increase the software robustness and shorten the development time. JdeRobot provides several tools, libraries and reusable nodes. They have been written in C++, Python or JavaScript.

Our community mainly works on four development areas:
1.- Education in Robotics
* RoboticsAcademy (https://jderobot.github.io/RoboticsAcademy/): a ROS-based framework to learn robotics and computer vision with drones, autonomous cars.... It is a collection of Python programmed exercises for engineering students. 
* Unibotics: a web based framework for teaching robotics.

2.- Robot Programming Tools	
* VisualCircuit (https://jderobot.github.io/VisualCircuit/) for robot programming with connected blocks, as in electronic circuits, in a visual way
* VisualStates for robot programming with Finite State Machines in a visual way
* WebSim2D robot simulator with web technologies

3.- MachineLearning in Robotics
* DeepLearningSuite: neural networks for robot control. It includes the BehaviorMetrics tool for assessment of neural networks for autonomous driving
* RL-Studio: Robotic library for the training of Reinforcement Learning algorithms
* DetectionMetrics tool for evaluation of visual detection neural networks and algorithms

4.- FPGAs in Robotics
* FPGA-robotics (https://github.com/JdeRobot/FPGA-robotics): programming robots with reconfigurable computing (FPGAs) using open tools as IceStudio and Symbiflow. Verilog-based reusable blocks for robotics applications.
* NeuralFPGA: running deeplearning networks on FPGAs",Toolkit for developing Robotics applications,http://jderobot.github.io,https://github.com/jderobot,https://jderobot.github.io/activities/gsoc/2024#ideas-list,https://jderobot.github.io/activities/gsoc/2024#application-instructions-for-gsoc-2024,GPL-3.0,https://summerofcode.withgoogle.com/media/org/jderobot/xwu8zkcagffmlqdj-360.png,"Other, Artificial Intelligence","python, ros, gazebo, opencv, tensorflow","education, artificial intelligence, robotics, computer vision, developer tools","https://gsyc.urjc.es/cgi-bin/mailman/listinfo/jde-developers, jderobot@gmail.com, https://twitter.com/JdeRobot","https://gsyc.urjc.es/cgi-bin/mailman/listinfo/jde-developers, jderobot@gmail.com",https://twitter.com/JdeRobot,Webpage,JdeRobot.txt,3309
Fortran-lang,"Fortran-lang is an open-source community that develops tools and libraries for modern Fortran development. Our flagship projects include the standard library, Fortran build system and package manager, as well as the interactive compiler, LFortran. Fortran-lang also provides an inclusive and welcoming space for all Fortran enthusiasts around the world to collaborate.",High-performance parallel programming language,https://fortran-lang.org,https://github.com/fortran-lang,https://github.com/fortran-lang/webpage/wiki/GSoC-2024-Project-ideas,https://github.com/fortran-lang/webpage/wiki/GSoC-2024-Contributor-Instructions,MIT,https://summerofcode.withgoogle.com/media/org/fortran-lang/ay9se7mc6vgdwgbn-360.png,Programming languages,"python, c++, fortran","compilers, programming languages, build systems, libraries, Fortran","https://fortran-lang.discourse.group/, https://twitter.com/fortranlang",https://fortran-lang.discourse.group/,https://twitter.com/fortranlang,Webpage,Fortran-lang.txt,3820
OWASP Foundation,"As the world’s largest non-profit organization concerned with software security, OWASP:

* Supports the building of impactful projects; 
* Develops & nurtures communities through events and chapter meetings worldwide; 
* Provides educational publications & resources

in order to enable developers to write better software, and security professionals to make the world's software more secure.",No more insecure software.,https://owasp.org,https://github.com/owasp,https://owasp.org/www-community/initiatives/gsoc/gsoc2024ideas,,GPL-3.0,https://summerofcode.withgoogle.com/media/org/owasp-foundation/haks8qbp0yvjvzge-360.png,Security,"python, javascript, java, ZAP, Juice Shop","web, cloud, application security, cybersecurity, DevSecOps","gsoc-admins@owasp.org, https://owasp.org/slack/invite, https://groups.google.com/g/owasp-gsoc?pli=1, https://twitter.com/owasp","gsoc-admins@owasp.org, https://owasp.org/slack/invite, https://groups.google.com/g/owasp-gsoc?pli=1",https://twitter.com/owasp,Webpage,OWASP Foundation.txt,2260
KDE Community,"Community of technologists, designers, writers and advocates who work to ensure freedom for all people through our software.",International team developing Open Source software,https://kde.org/,https://invent.kde.org,https://community.kde.org/GSoC/2024/Ideas,https://community.kde.org/GSoC,LGPL-2.1,https://summerofcode.withgoogle.com/media/org/kde-community/1mbnnsqwd2ejcmy8-360.png,End user applications,"c++, qt, qml, data structures","education, science, applications, desktop environment","https://community.kde.org/Matrix, https://mail.kde.org/mailman/listinfo/kde-devel, https://userbase.kde.org/IRC_Channels, https://twitter.com/kdecommunity","https://community.kde.org/Matrix, https://mail.kde.org/mailman/listinfo/kde-devel, https://userbase.kde.org/IRC_Channels",https://twitter.com/kdecommunity,Webpage,KDE Community.txt,4368
CNCF,"Cloud Native Computing Foundation (CNCF) serves as the vendor-neutral home for many of the fastest-growing open source projects, including Kubernetes, Prometheus, and Envoy.",Building sustainable ecosystems for cloud native,https://cncf.io,https://github.com/cncf/,https://github.com/cncf/mentoring/blob/main/programs/summerofcode/2024.md,https://github.com/cncf/mentoring,Apache-2.0,https://summerofcode.withgoogle.com/media/org/cncf/jmxijrttlucfutel-360.png,"Data, Infrastructure and cloud","prometheus, kubernetes, OpenTelemetry, envoy","cloud, cloud native, observability","https://github.com/cncf/mentoring/discussions, soc@cncf.io, https://twitter.com/cloudnativefdn","https://github.com/cncf/mentoring/discussions, soc@cncf.io",https://twitter.com/cloudnativefdn,Webpage,CNCF.txt,3401
rocket.chat,"Open source team chat and communications platform 

Rocket.Chat is one of the largest active open source (permissive MIT license) nodeJS communications platform communities on GitHub, connecting 2000+ global community contributors (across projects) from 30+ countries, with 38200+ GitHub stars, 9800 forks, 868+ total releases and 15,500+ issues since inception in 2015.

Rocket.Chat is a team chat platform written in full-stack Typescript. It offers a fully featured team chat experience on modern browsers, comparable to Slack and Microsoft Teams. Mobile and desktop clients run on iOS, Android, Mac, Windows, and Linux. The server can scale from a small family messaging server for 5 users on a Raspberry Pi 5, to clustered micro-services configuration that can support hundred thousands of users. On-premises Rocket.Chat can ensure 100% complete security and privacy of your valuable communications/data.

Rocket.Chat is now installed on over 500k servers and counts over 12m users worldwide.  Federated communication support extends our reach exponentially. 

Users can set up Rocket.Chat on cloud or by hosting their own servers on-premises. Thanks to its extension support via Rocket.Chat Apps, and rich APIs, startups and innovators have customized Rocket.Chat into new products and services. Omnichannel extends reach to wherever user may be including WhatsApp, Instagram, Facebook Messenger and more.  Increasingly, innovators in Generative AI  and LLM app developers are launching their concepts on the Rocket.Chat platform to keep all data flows and communications 100% private and secure. 

Rocket.Chat has won multiple prizes such as a 2016 Bossie Award for Best Open Source Application and first prize in the 2017 edition of All Things Open’s Startup Competition.

Rocket.Chat's community interacts 24 x 7 at the community Rocket.Chat server  https://open.rocket.chat  since  2015.",Open source communications platform for the AI age,https://github.com/RocketChat,https://github.com/RocketChat/Rocket.Chat,https://github.com/RocketChat/google-summer-of-code/blob/main/google-summer-of-code-2024.md#-project-ideas,https://github.com/RocketChat/google-summer-of-code/blob/main/google-summer-of-code-2024.md#how-to-apply,MIT,https://summerofcode.withgoogle.com/media/org/rocketchat/qnog9kebwa9atw3l-360.png,"Social and communication, Artificial Intelligence","javascript, typescript, node, LLM, generative ai","communications, messaging, group chat, Team Collaboration, Chat platform","https://open.rocket.chat/channel/gsoc20243, https://forums.rocket.chat/t/welcome-to-google-summer-of-code-2024/19195, gsoc+2024@rocket.chat, https://twitter.com/rocketchat4all","https://open.rocket.chat/channel/gsoc20243, https://forums.rocket.chat/t/welcome-to-google-summer-of-code-2024/19195, gsoc+2024@rocket.chat",https://twitter.com/rocketchat4all,Webpage,rocket.chat.txt,5379
Waycrate,Waycrate creates powerful and simple open source applications and libraries to ease the adoption of the Wayland protocol.,Writing robust tools for the Wayland protocol,https://waycrate.github.io/,https://github.com/waycrate,https://waycrate.github.io/outreach/gsoc/2024/idea-list/,https://waycrate.github.io/outreach/gsoc/2024/contributor-proposal-guidance/,BSD-2-Clause,https://summerofcode.withgoogle.com/media/org/waycrate/u6pnvceiilur7iqy-360.png,"End user applications, Development tools","c, c++, rust, wayland, Zig","graphics, Wayland, ScreenCapture, Wayland Compositor, Desktop Portals","https://discord.gg/KKZRDYrRYW, waycrate@gmail.com, https://twitter.com/waycrate","https://discord.gg/KKZRDYrRYW, waycrate@gmail.com",https://twitter.com/waycrate,Webpage,Waycrate.txt,361
The Mifos Initiative,"We are a global 501(c)3 fintech non-profit leveraging the cloud, mobile & open source community to democratize financial services worldwide and digitally transform the world’s 3 billion poor and underbanked. Mifos has pioneered open source banking technology for the past fifteen years transforming the entire sector at each major stage of evolution from microfinance to financial inclusion to digital financial services and now embedded finance. Mifos guides the open source community, steers the roadmap, and stewards the vibrant ecosystem of organizations building solutions on its open platform. Our building blocks for banking, recognized as digital public goods, make core banking commoditized infrastructure, empowering any organization, anywhere to embed any financial service to any customer via any channel. These building blocks provide the common functionalities for creating customers, managing wallets, savings and loan accounts, orchestrating payments, and  maintaining the financial ledger & reports. More than 30 million clients are reached by 500+ financial institutions across 41 countries using solutions powered by our APIs.",End Poverty One Line of Code at a Time,https://mifos.org,https://github.com/openmf,https://mifosforge.jira.com/wiki/spaces/RES/pages/3532095546/Google+Summer+of+Code+2024+Ideas,https://mifosforge.jira.com/wiki/spaces/RES/pages/4456638/Application+Template,Apache-2.0,https://summerofcode.withgoogle.com/media/org/the-mifos-initiative/etmiqn0lkvfxvm5p-360.png,"End user applications, Artificial Intelligence","android, java, kotlin, spring, angular","artificial intelligence, cloud, fintech, financial inclusion, mobile banking","https://bit.ly/mifos-slack, https://mifos.org/resources/community/communications/, https://gitter.im/openMF/mifos, info@mifos.org, https://twitter.com/mifos, https://mifos.org/blog, https://facebook.com/mifos","https://bit.ly/mifos-slack, https://mifos.org/resources/community/communications/, https://gitter.im/openMF/mifos, info@mifos.org","https://twitter.com/mifos, https://mifos.org/blog, https://facebook.com/mifos",Webpage,The Mifos Initiative.txt,18976
MDAnalysis,"MDAnalysis is a Python library for the analysis of computer simulations of many-body systems at the molecular scale, spanning use cases from interactions of drugs with proteins to novel materials. It is written by scientists for scientists and is used for cutting edge research in biophysics, chemistry, soft-matter physics, and materials research around the world in academia and national research labs. MDAnalysis strives to be highly interoperable and hence a growing number of projects use MDAnalysis as their foundational library or integrate it.

The goal of MDAnalysis is to make it easy for users to analyze data that are produced by simulations (primarily molecular dynamics simulations) that run on some of the largest supercomputers in the world. MDAnalysis accomplishes this goal by providing a toolkit of programming building blocks that provide an abstract Python interface to the simulation data — agnostic of the specific simulation package that produced it — that lends itself to interactive data exploration and rapid prototyping but is also a robust foundational library that can form the basis for new computational tools.

MDAnalysis allows one to read particle-based trajectories such as the ones produced by MD simulations or individual coordinate frames (such as biomolecules in the Protein Databank format) and access the atomic coordinates through NumPy arrays. Together with a powerful selection language and many implemented analysis algorithms, MDAnalysis provides a flexible and fast framework for complex analysis tasks. Welcoming documentation such as the User Guide https://userguide.mdanalysis.org/ make it easy to get started. New releases are downloaded a few thousand times and the academic papers describing MDAnalysis are cited more than almost two thousand times, indicating the widespread use in the academic community.",Analysis of molecular simulations data with Python,https://www.mdanalysis.org,https://github.com/MDAnalysis/mdanalysis,https://github.com/MDAnalysis/mdanalysis/wiki/GSoC-2024-Project-Ideas,https://github.com/MDAnalysis/mdanalysis/wiki/Google-Summer-Of-Code,GPL-3.0,https://summerofcode.withgoogle.com/media/org/mdanalysis/kf8rugznsqeskumi-360.png,"Science and medicine, Data","python, cython, c/c++","science, computational-chemistry, high-performance-computing, molecular-simulation, soft-matter-physics","https://github.com/MDAnalysis/mdanalysis/discussions, https://discord.com/channels/807348386012987462/, https://twitter.com/mdanalysis, https://www.mdanalysis.org/blog/","https://github.com/MDAnalysis/mdanalysis/discussions, https://discord.com/channels/807348386012987462/","https://twitter.com/mdanalysis, https://www.mdanalysis.org/blog/",Webpage,MDAnalysis.txt,2117
Open Science Initiative for Perfusion Imaging,"Perfusion Magnetic Resonance Imaging (MRI) is a vital imaging technique that assesses blood flow in tissues, providing valuable insights into organ function and disease states. However, the widespread use of perfusion MRI is hindered due to the lack of standardization and the availability of standardized and tested analysis code. The ISMRM Open Science Initiative for Perfusion Imaging (OSIPI) started in 2019 after a call-to-action survey showing the community's need for such an initiative. OSIPI's aim is to create open access resources for perfusion imaging research to eliminate duplicate development, to improve the reproducibility and to speed up the translation of perfusion imaging for clinical practice.",Open access resources for perfusion imaging,https://osipi.ismrm.org/,https://github.com/OSIPI,https://docs.google.com/document/d/e/2PACX-1vQRqIN0nL7NP13agF9fJiaaAN9o_TuHDldwKw9XvjJR2Cu_kHy0I6Htz6nb_5IGIRpCYeMZeoyDsOwG/pub,https://docs.google.com/document/d/e/2PACX-1vTeOEXu7Mye_Vs6z0JQdLAgFKu4LmRZS6x99OrNcokE3u-CD_FR3vjOGF1aZcJ1Yvj_en2g0UFSJyE4/pub,Apache-2.0,https://summerofcode.withgoogle.com/media/org/open-science-initiative-for-perfusion-imaging/bxlqptrs5g0ovtqz-360.png,Science and medicine,"python, github","data visualization, data analysis, medical imaging, reproducible science","https://osipi.slack.com, ismrmosipi@gmail.com, https://twitter.com/OSIPI_ISMRM","https://osipi.slack.com, ismrmosipi@gmail.com",https://twitter.com/OSIPI_ISMRM,Google Doc,Open Science Initiative for Perfusion Imaging.txt,1022
MuseScore,"MuseScore's main purpose is the creation of high-quality engraved musical scores in a ""What-You-See-Is-What-You-Get"" environment. It supports unlimited staves, linked parts and part extraction, tablature, MIDI input and output, percussion notation, cross-staff beaming, automatic transposition, lyrics (multiple verses), fretboard diagrams, and in general everything commonly used in sheet music.

Style options to change the appearance and layout are available and style sheets can be saved and applied to other scores. In January 2020, MuseScore introduced a unique engraving and notation style built by its full time designer, Martin Keary and engraver Simon Smith.

MuseScore can play back scores through a sequencer and SoundFont sample library. Playback is currently being greatly expanded to include VST support. MIDI output to external devices and software synthesisers is also possible.

The team organise themselves according to a general roadmap published by the product owner every six months, which sets out provisional goals for the internal team. This allows the extended developer community to comment on the roadmap and potentially offer to take ownership over aspects of it. This also allows other contributors to have visibility on aspects of the codebase that may change over the next 6-12 months. In combination with our community organiser, tasks are drawn up and published to provide a well organised collaboration focused on a specific upcoming release.

All members provide bug tracking support and feedback.",The World’s Most Popular Music Notation Software,https://musescore.org/,https://github.com/musescore/MuseScore,https://github.com/musescore/MuseScore/wiki/Project-ideas-for-GSoC,https://github.com/musescore/MuseScore/wiki/GSoC-with-MuseScore,GPL-3.0,https://summerofcode.withgoogle.com/media/org/musescore/tgkjkzlqhj0qru5z.png,"End user applications, Media","c++, qt, qml, cmake","music, midi, musicxml, sheet music, music notation","https://github.com/musescore/MuseScore/wiki/Contact#MuseScores-Discord-server, https://github.com/musescore/MuseScore/wiki/Contact#MuseScores-Discord-server",https://github.com/musescore/MuseScore/wiki/Contact#MuseScores-Discord-server,https://github.com/musescore/MuseScore/wiki/Contact#MuseScores-Discord-server,Webpage,MuseScore.txt,1849
Wagtail,"We build Wagtail, a popular content management system. It's built on Python, by an active and engaged open source community, which has grown rapidly since Wagtail's release in 2014. Wagtail is available in over 40 languages, and used by some of the world's best-known organizations, including NASA, Google, Mozilla, MIT, and the UK's National Health Service, as well as museums, universities, non-profits, governments, banks, studios, restaurants, startups and bloggers around the world.",The powerful Python CMS for modern websites,https://wagtail.org/,https://github.com/wagtail/wagtail,https://github.com/wagtail/gsoc/blob/main/project-ideas.md,https://wagtail.org/gsoc,BSD-3-Clause,https://summerofcode.withgoogle.com/media/org/wagtail/so6hnqeqh2cp4jbx-360.png,Web,"python, javascript, django","web, accessibility, cms","https://github.com/wagtail/gsoc/discussions, https://twitter.com/wagtailcms, https://wagtail.org/blog/",https://github.com/wagtail/gsoc/discussions,"https://twitter.com/wagtailcms, https://wagtail.org/blog/",Webpage,Wagtail.txt,937
Submitty,"Submitty is an open source programming assignment submission system with secure and automated testing and grading, efficient manual TA/instructor grading, and additional tools for overall course management and communication between students and instructional staff. Submitty was launched by the Rensselaer Center for Open Source Software (RCOS) in 2014.

https://github.com/Submitty/

Key Features

+ Secure testing of many programming languages: Python, C/C++, Java, etc.
+ Customizable automated grading with immediate feedback to students, and optional hidden or randomized tests.
+ Advanced grading tools: static analysis, JUnit, code coverage, memory debuggers, networked assignments, custom Docker containers, and screenshots/GIFs of graphics programs.
+ Individual or team assignments submittyed by drag-and-drop or version control.
+ Correct mistakes through multiple submissions, flexible ``late day’’ policy
+ Interface for complementary instructor/TA manual grading, regrade requests, anonymized peer grading.
+ Instructor bulk upload of scanned .pdf exams, QR code name matching, pdf annotation.
+ Supports course material hosting, term grades spreadsheet, plagiarism detection.
+ Integrated discussion forum, email announcements, lecture polling, office hours queue, and student activity dashboard.
+ Scales to multiple courses, thousands of students, multiple instructors and TAs per course
+ Open-source, free to use, install on your own hardware, or VPS

Submitty has been used at a half dozen other universities and we aim to grow to more users and developers.  The courses using Submitty cover the undergraduate and graduate curriculum from introductory programming courses, intermediate and advanced theory courses, popular junior/senior electives with team projects and written reports, and specialized graduate courses.

We regularly present our work at the annual ACM SIGCSE conference.",Homework Autograding and Course Management Tools,https://submitty.org,https://github.com/Submitty,https://submitty.org/developer/getting_started/project_ideas,https://submitty.org/developer/google_summer_of_code,BSD-3-Clause,https://summerofcode.withgoogle.com/media/org/submitty/jlpoxlj2rvpot6zv-360.png,"End user applications, Web","python, postgresql, javascript, c++, php","education, visualization, web, privacy/security, communication","https://submitty.zulipchat.com/join/7keujybzs4ismpedptpqsqpv/, https://submitty.org/index/contact, https://twitter.com/submitty","https://submitty.zulipchat.com/join/7keujybzs4ismpedptpqsqpv/, https://submitty.org/index/contact",https://twitter.com/submitty,Webpage,Submitty.txt,1793
PostgreSQL,"PostgreSQL is a powerful, open source object-relational database system with over 30 years of active development that has earned it a strong reputation for reliability, feature robustness, and performance.",The Most Advanced Open Source Relational Database,https://postgresql.org,https://git.postgresql.org/gitweb/?p=postgresql.git;a=summary,https://wiki.postgresql.org/wiki/GSoC_2024,https://wiki.postgresql.org/wiki/GSoC,PostgreSQL,https://summerofcode.withgoogle.com/media/org/postgresql/hj9srl9x0o6iendy-360.png,"Data, Web","c, python, postgresql, javascript, go","web, database, ui, sql, Benchmark","pgsql-hackers@lists.postgresql.org, https://www.postgresql.org/community/irc/, http://pgtreats.info/slack-invite, https://planet.postgresql.org/","pgsql-hackers@lists.postgresql.org, https://www.postgresql.org/community/irc/, http://pgtreats.info/slack-invite",https://planet.postgresql.org/,Webpage,PostgreSQL.txt,1506
CircuitVerse.org,"CircuitVerse is an easy to use digital logic circuit simulator which aims at providing a platform to create, share and learn digital circuits. It can run on almost any device without the need for installing any software. The platform has been designed for use by students, professionals and hobbyists alike. The vision is to develop a community around the platform that will aid students to self-learn digital logic design. The platform is currently used by several universities worldwide. Apart from the simulator, users can create, learn, collaborate and share their work. Teachers can create groups and host assignments on the platform. The platform’s impact has been more evident than ever in the Covid 19 pandemic as CircuitVerse enabled schools and colleges to move their courses online.",Build and learn logic circuits in the cloud!,http://circuitverse.org/,https://github.com/circuitverse,https://github.com/CircuitVerse/CircuitVerse/wiki/GSoC'24-Project-List,https://docs.google.com/document/d/1oeYPAuqWxeC79d-R5I9uFJywQJv4ooO4obF4pwifyTY/edit,MIT,https://summerofcode.withgoogle.com/media/org/circuitverseorg/rxan5pn96f3m4yfu-360.png,"Science and medicine, End user applications","javascript, rails, canvas, vue","education, web, simulation, pedagogy, digital logic design","https://circuitverse.org/slack, https://github.com/CircuitVerse/CircuitVerse/discussions, https://blog.circuitverse.org/, https://twitter.com/circuitverse?lang=en","https://circuitverse.org/slack, https://github.com/CircuitVerse/CircuitVerse/discussions","https://blog.circuitverse.org/, https://twitter.com/circuitverse?lang=en",Webpage,CircuitVerse.org.txt,2488
